url,appId,title,summary,developer,developerId,icon,score,scoreText,priceText,free
"https://play.google.com/store/apps/details?id=com.marmalade.monopoly","com.marmalade.monopoly","MONOPOLY - Classic Board Game","MONOPOLY now includes multiplayer video chat. Create a free, private account, add your friends, start a game from your group chats and move automatically to video chat when it begins.<br><br>“Monopoly on mobile includes cross-platform online multiplayer, which means you can open up a lobby, have your friends join your games, and all play together in perfect harmony. Beautiful, right?” Dave Aubrey - PocketGamer<br><br>This is a fully immersive board game experience with amazing graphics and animations. The whole classic game is available with no ads, so you get the fun of the Monopoly board game without distractions. Invite your friends and family to game night with one of the play stores favourite top paid games.<br><br><br>POPULAR FEATURES<br><br>House rules<br>Put the official Hasbro rule book down and play with your favourite house rules<br><br>Quick mode<br>Roll the dice, risk it all and get paid - finish the board game faster than ever<br><br>Single player<br>Play against our challenging AI - no need for family and friends <br><br>Offline multiplayer <br>Pass a single device between up to 4 players for an offline wifi-free experience<br><br>Online multiplayer <br>Distance doesn’t interrupt play when you connect with fans around the world or invite friends and family to a private game<br><br>Full, ad-free game<br>Play the complete classic game with no pay-to-win or ad pop-ups. Roll the dice and risk it all to become the wealthiest landlord tycoon on the board!<br><br>The Complete Collection <br>Be the top landlord tycoon on new themed boards, exclusive to the mobile game. With 10 boards, no 2 games are the same! Risk it all in the L.A. Monstropolis alternate universe. Be spooked in Transylvania. See the future in New York 2121, or travel back in time to Victorian London, Historic Tokyo, Belle Époque era Paris and 1930s Atlantic City! Unlock new player pieces, properties and chance cards with each theme!<br><br><br>HOW TO PLAY<br>Choose your player mode<br>Play this classic Hasbro board game in a variety of online and offline player modes. Put your landlord skills to the test against our challenging AI opponents and be a property tycoon in single player mode. Compete with friends and family wherever you are in online multiplayer. Play WiFi-free when you pass &amp; play one device around a group of players. The choice is yours as you buy up the board!<br><br>Select your rules<br>If you’re one of the many people who have never actually read the rules of Monopoly, you can still play the game exactly how you like! Play without auctions, add cash to Free Parking, or pay $400 for landing directly on GO! Choose to stick to the classic Hasbro rule book, get a fixed selection of the most popular house rules, or customise your rules to suit your own preferences! <br><br>Choose your piece<br>Choose from the modern and classic player pieces, including: scottie, cat, T-rex, rubber duck, the car, the top hat and the battleship!<br><br>Enter the board<br>Experience the thrill of bankrupting your family and friends and becoming the wealthiest landlord tycoon on the board! It’s just as you remember, plus fun animations and an AI banker who’s on everyone’s side!<br><br>Build your property empire<br>Roll the dice, take investment risks, bid for properties in auctions, make your way around the board and BUY real estate, COLLECT rent and BUILD hotels to become a property tycoon.<br><br>Play Marmalade Game Studio’s multiplayer games with friends and family wherever you are! Our online games with friends include Clue/Cluedo, The Game of Life, The Game of Life 2, The Game of Life Vacations and Battleship.","Marmalade Game Studio",N/A,"https://play-lh.googleusercontent.com/s3UY0al03dJX5bngq0w70J71BaVRihKTs1CcPYWfflGUqURwJPoBiF8xC8M2g5mAl4k",4.420359,"4.4",N/A,false
"https://play.google.com/store/apps/details?id=com.marmalade.cluedogame","com.marmalade.cluedogame","Clue: The Classic Mystery Game","THE ORIGINAL HASBRO BOARD GAME - It’s the classic murder mystery! Who did it? With what weapon? In which room? There’s a high-risk party at the mansion and every guest is a suspect. Roll the dice, become a detective and let Clue begin!<br><br>•        A PREMIUM DIGITAL BOARD GAME - There are no ads, no pop-ups and no pay-to-win limits. Once you buy the app, that’s it: unlimited multiplayer fun for you and your family and nothing to stop you solving the crime!<br><br>•        A BRAIN TEASER - Test your detective skills. At the start of each game, Clue will take one suspect, one weapon, and one room from the deck, and deal the rest to the players. If you ask: “was it Colonel Mustard with the Rope in the Drawing Room”, a player holding the Colonel, the Rope or the Drawing Room must show you their card. Enter every room in search of answers!<br><br>•        CLUESHEET &amp; HINT SYSTEM - Who committed murder?! Don’t risk letting the criminal escape! Use your virtual Cluesheet companion to make a note of the suspects, weapons and rooms you can eliminate. The ideal companion for every detective: Cluesheet helps you make your deductions, perfect your strategy and solve the mystery.<br><br>•        SINGLE PLAYER - Put your brain to the test against a guest list of AI murder suspects, online or offline! Choose your character, choose your opponents and let no criminal escape the mansion!<br><br>•        ONLINE MULTIPLAYER - Play Clue with your friends and find out who’s guilty on mobile, PC or Nintendo Switch! Don’t let distance stop your board game night. Play on the go, or curl up in an armchair and settle down for a night of crime and detective work, wherever you are!<br><br>•        LOCAL MULTIPLAYER - Play a game of CLUE with people from all over the world or create a private multiplayer game to play with your friends and family.<br><br>•        10 ADDITIONAL THEMES - Explore ten different themed boards with the The Ultimate Detective’s Package. Listed under “Editor’s Choice” for the Most Stylish Game, our exclusive original themes are hand crafted by our studio artists. <br>o        Tudor Mansion: The guests at this party have turned out to be a lethal combination!<br>o        Vampire Castle: In a household where every suspect is a monster, who committed the crime?<br>o        Egyptian Adventure: Solve the crime, from the dark tombs of pharaohs to the crumbling pyramids!<br>o        Hollywood: In a land where life is an act, can you find the truth in the fairytale?<br>o        Murder Express: Challenge your friends to solve a mystery based on a classic Agatha Christie novel!<br>o        Sherlock: Become the great detective and solve a crime on the dark streets of London!<br>o        Snowy Peaks: Old friends have been reunited. Tensions are running high, but whose grudge ran that deep?<br>o        Tropical Mystery: Someone has rocked this boat in a big way! It’s a luxury race to the answer!<br>o        Venetian Masquerade: Historic Venice is beautiful, but crime lurks beneath the surface!<br>o        Wild West: From the jailhouse to the saloon, the story of Dr. Black’s end will spread far and wide. Only you can discover the truth!<br><br><br>About Marmalade Game Studio<br>At Marmalade Game Studio we make quality, premium multiplayer board games. Play our classic games, including Monopoly and The Game of Life 2, anywhere on your mobile! Enjoy with your friends and family whether you’re together or apart. You can find the fun with people you know or players around the world. Our games are ad-free, family friendly fun. For quality time, look for the Marmalade Game Studio logo.","Marmalade Game Studio",N/A,"https://play-lh.googleusercontent.com/Hv1EVAstXeSe7u-uyAX8DNbE9J7UZfhRv4ZKPfYe_yIsTI_J0PJlPPnOCzg2D_y4qDA",4.4782844,"4.5",N/A,false
"https://play.google.com/store/apps/details?id=com.marmalade.gol2","com.marmalade.gol2","The Game of Life 2","Live 1000 lives in the official sequel to the classic board game, The Game of Life! Will you be a Video Blogger or a Robotics Engineer? Play now!<br><br>Winner of Pocket Gamer Awards 2021 - &quot;Best Digital Board Game”<br>Played by over 50 Million Players Worldwide<br><br>Customize your peg, hop in your eco-car and race your friends and family through The Game of Life 2! It’s a contemporary sequel to the family favourite, The Game of Life. With 1000 ways to live and new ways to win, what will you choose? Collect points for wealth, happiness and knowledge, become a Pop Star with 5 dogs and a private pool, or a Brain Surgeon with multiple degrees and 3 kids!<br><br>Features<br><br>The Game of Life 2 digital board game is the award-winning sequel to the original Hasbro board game, The Game of Life.<br>• A GAME FOR 4 PLAYERS - Join 3 of your favorite people and live your dreams<br>• AN AD-FREE GAME - Enjoy the complete game with no interruptions<br>• 6 TRANSLATIONS - English, French, Spanish, German, Italian and Brazilian Portuguese<br>• SINGLE PLAYER - Take on our challenging AI<br>• ONLINE MULTIPLAYER - Connect with fans, or invite friends and family to a private game<br>• PASS &amp; PLAY - No internet? No problem! Pass a single device between players for a wifi-free experience<br><br>How to play<br><br>CUSTOMISE your character<br>Customize your pink, blue or newly available purple peg with a style all of your own.<br><br>SPIN THE SPINNER<br>The game starts with a big decision. Will you go to College or straight into work? In this classic simulation, what will your friends and family choose?<br><br>It’s your LIFE PATH<br>Get married or don’t, have kids, adopt pets, or both! Work as a Pet Groomer, then qualify and become a Wind Turbine Technician! The choices are yours!<br><br>More WAYS TO WIN<br>Earn points for every choice you make! Every choice increases your wealth, happiness or knowledge, so every decision is valid.<br><br>RETIRE your way<br>Continue living the life of your dreams! Relax in a luxury home, or hit the road and fulfill your bucket list! Unlike the classic board game, you can choose to venture on!<br><br>Earn REWARDS to UNLOCK new items<br>Unlock new pegs, outfits and vehicles by playing the game and earning rewards!<br><br>The Ultimate Life Collection<br>Venture into a collection of 10 amazing fantasy worlds. Live life in enchanted worlds, make friends with dinosaurs in the Age of Giants and launch into the futuristic Lunar Age! Every new world features new Outfits, Vehicles, Jobs, Properties and more!","Marmalade Game Studio",N/A,"https://play-lh.googleusercontent.com/gA491nbPJ9zPRhQUQUoPOayKFjSomzmGDxPex0Lt9FOrPg2JSSyeB6tnO0n5BPT0gCM",4.476758,"4.5",N/A,false
"https://play.google.com/store/apps/details?id=com.marmalade.battleship","com.marmalade.battleship","BATTLESHIP - Multiplayer Game","You sank my battleship!<br><br>The official version of the classic Hasbro board game of naval combat is now on mobile! Challenge other players in Classic Mode or in the all-new Commanders Mode - a fast-paced, strategic and tactical variation. Play with unique naval commanders and use resources to activate powerful special abilities that will secure you a win as you wage war on the high seas.<br><br><br>BATTLESHIP features:<br><br>CLASSIC MODE<br>- Faithful conversion of the classic board game<br>- Head-to-head combat<br>- Sink your opponent’s fleet before they sink yours<br>- Call your shot and fire!<br><br>COMMANDERS MODE<br>- BATTLESHIP with a twist!<br>- A brand new, more tactical variation of the game<br>- 3 new core abilities that shake up the strategic possibilities each turn<br>- Unique special abilities for each Commander<br>- New ship shapes to improve gameplay and the fun factor<br><br>COMMANDERS<br>- Battle with commanders from throughout the ages<br><br>FLEETS<br>- Each commander’s fleets feature unique and authentic art for each of the many warships! Watch as they come together in an epic clash of civilizations! <br><br>ARENAS<br>- Deploy your fleet to every corner of the world and battle in epic arenas inspired by historical naval battles!<br><br>MISSIONS AND RANKS<br>- Complete missions to earn medals, rank up and become the ultimate commander of the fleet! <br><br>SINGLE PLAYER<br>- Battle against AI Commanders and raise your game before heading into multiplayer!<br><br>MULTIPLAYER<br>- Take on a world of commanders all battling to have the last fleet standing and prove that you have what it takes to conquer the oceans!<br><br><br>Join us in BATTLESHIP now, and set sail for adventure, battle and glory!<br><br><br><br><br>BATTLESHIP is a trademark of Hasbro and is used with permission. © 2018 Hasbro. All Rights Reserved.","Marmalade Game Studio",N/A,"https://play-lh.googleusercontent.com/5HA9EImYH6_LyNX_Vb4OYoPa3g_NFCJ8KUeVPBKkYvYfrNzWVYEVZuVHc22hMxGmFPQ",3.9621212,"4.0",N/A,false
"https://play.google.com/store/apps/details?id=com.marmalade.golv","com.marmalade.golv","THE GAME OF LIFE Road Trip","Visit Volcano Island, make memories and have a great time!<br><br>Go on a vacation, collect souvenirs and take pictures in this enjoyable board game for the whole family. Travel around the island and compete with family and friends in activities, such as scuba diving and building sand sculptures. The player with the most and happiest memories wins! Save your memories in your scrapbook and make different choices to complete your collection.<br><br>Based on the classic board game The Game of Life! <br><br>Just like the original, spin the wheel and follow your fate as you go on your dream vacation. Families have enjoyed The Game of Life for more than 40 years. <br><br>This game features local Multiplayer and a safe online multiplayer!<br><br>Single Player - Travel solo and compete with the computer.<br>Offline Multiplayer - pass and play on one device with up to 3 players.<br>Private Online Multiplayer - Invite family and friends to play online<br>Online Multiplayer - Challenge up to 4 other players online.<br><br>Choose from a fantastic cast of characters!<br><br>Pick your own unique peg and choose between the adventurous backpacker, the surfer family, the travelling sisters, and many more! Once you’re ready to roll, select your ride and dash around the island in a scooter, sports car, motorcycle or bus.<br><br>Includes pass-and-play mode!<br><br>Play THE GAME OF LIFE Road Trip game with up to three friends on one device or play online with friends and family for some classic board game fun.<br><br>More exotic destinations are coming soon!<br><br>THE GAME OF LIFE is a trademark of Hasbro and is used with permission. © 2019 Hasbro. All Rights Reserved","Marmalade Game Studio",N/A,"https://play-lh.googleusercontent.com/Og0FJhUKxhLJnNZOoTuXW4aFLN7roGiHB5llegZz7Kk-9wKEIgaa39OJ24l0Pd5ZondQ",4.443787,"4.4",N/A,false
"https://play.google.com/store/apps/details?id=com.marmalade.mousetrap","com.marmalade.mousetrap","Mouse Trap - The Board Game","Mouse Trap is back with a snap! It’s the chaotic board game you remember, on your mobile! Join your friends and race to collect the most cheese.<br><br>Are you ready? Welcome to the cheese board of your dreams. Choose your mouse, and your outfit, and GO! Strategize as you play. PICK-UP cheese, STEAL cheese, HOARD cheese, and WIN with the MOST cheese! When your friends get too bold, trigger the action contraption and watch the famous chain reaction unfold. Will it work? Hold your breath and feel the tension!<br><br><br>FEATURES<br>UP-TO 4 PLAYERS<br>Bring your friends and family together for a race to collect all the cheese!<br><br>AD-FREE<br>It’s an ad-free experience, which means nothing gets in the way of your fun!<br><br>SINGLE PLAYER (offline)<br>Turn the wi-fi off and play on the go with epic A.I. opponents!<br><br>MULTIPLAYER (online)<br>Join friends and family for classic board game fun, wherever they are!<br><br>PASS &amp; PLAY (offline)<br>Pass a single device from player to player! Perfect for long journeys.<br><br>CHOOSE YOUR MOUSE<br>Choose from the classic mouse colours, red, blue, yellow and green!<br><br>DRESS UP<br>22 outfits come with the game and you can buy more*<br><br>UNLOCK OUTFITS<br>At the end of every game the cheese you have is added to your cheese hoard. Use your cheese to unlock new outfits!<br><br><br>ABOUT MARMALADE GAME STUDIO<br>We bring the board games you love to life on mobile. These include the Hasbro classics: Monopoly, Clue / Cluedo, The Game of Life 2, and Battleship. Our aim is to bring families and friends together with their favourite games, no matter how far away they are. <br><br><br>*NOTE TO PARENTS<br>This game is premium and ad-free, but it does include optional items that can be bought for real money. You can turn off this feature by disabling in-app purchases in your device settings.<br><br>MOUSE TRAP and HASBRO and all related trademarks and logos are trademarks of Hasbro, Inc. (C) 2023 Hasbro.","Marmalade Game Studio",N/A,"https://play-lh.googleusercontent.com/-BTBnh0xQ1ox55m1pVIuhyUr5bH8duZzoo5YIOowTbMdMSjYguRTYZwEgbVeGsPEHJid",4.769231,"4.8",N/A,false
"https://play.google.com/store/apps/details?id=com.marmalade.jumanji","com.marmalade.jumanji","JUMANJI: The Curse Returns","Set off on a movie adventure! Be the heroes, work together, defeat wild beasts and the evil Van Pelt, save the day and win!<br><br>Discover the ultimate Jumanji game with two movie experiences ready to play. Jumanji’s mysteries and many dangers await!<br><br>&quot;&quot;The threats are digital but the pressure is real!” - Pocket Gamer<br><br>The Latest Official Expansion, based on the 2017 movie<br>JUMANJI: Welcome to the Jungle Expansion<br><br>•  A game for four players; play as Smolder Bravestone, Mouse Finbar, Shelly Oberon and Ruby Roundhouse.<br>•  Make your way through the jungle together to reach the Jaguar Statue and restore the Jewel of Jumanji.<br>•  Keep everyone in the game, with a shared bank of up to 10 “lives”.<br>•  Build your deck and defeat iconic movie creatures, including hippos, rhinos and jaguars!<br>•  Gather your friends together to defeat the jungle in Online Multiplayer Mode. If you have fewer than four players, AI characters will make up the numbers. You can also join a complete AI team in Single Player Mode.<br><br>The Official Board Game from the 1995 Jumanji Movie<br>JUMANJI: The Curse Returns<br><br>•  A game for four players, play as Alan, Sarah, Judy and Peter - or two original characters: Coach Holly and Lucas Garcia.<br>•  Choose your magical Jumanji Token: Elephant, Rhino, Crocodile or Monkey.<br>•  Roll the dice and solve the riddles as they appear in the board’s central glowing green gem.<br>•  Stand together and face the powerful creatures and carnivorous plants sent from the Jumanji jungle to take over the town!<br><br>Enhance Your Skills<br>Not every turn leads to an encounter. Collect jewels to enhance your abilities. Talk to your team and make sure everyone’s equipped with different skills, because you never know what’s around the corner! Share the magic and watch your team improve!<br><br>Build Your Deck<br>Earn gold coins during every encounter and spend them on new cards for your deck. You’ll get better, stronger and faster as Jumanji increases the pressure. Make your choices and meet the jungle head on.<br><br>Can you defeat Jumanji? Gather your team now and find out!","Marmalade Game Studio",N/A,"https://play-lh.googleusercontent.com/8OESJq68eXJWytN2hYpjkia3NMEayv9XZsm8s9Mxf45EqnosGQ5NxVEuiDV6BqddH-0",4.01,"4.0",N/A,false
"https://play.google.com/store/apps/details?id=com.marmalade.taboo","com.marmalade.taboo","Taboo - Official Party Game","Take the fun wherever you go with Taboo! It&#39;s the famous party game on mobile!<br> <br> <br> ABOUT THE GAME<br> It’s the game Ellen played with Katy Perry on her show. Like Charades with words not actions, split into 2 teams and take it in turns to describe the words on the cards. Your team has to guess as many as possible before the timer runs out! Play with video chat and throw a house party on your phone!<br> <br> Taboo is a group game for adults and perfect for a fun night in with friends. How do you describe APPLE when the words RED, FRUIT, PIE, CIDER and CORE are all taboo? If you use a taboo word by mistake, the other team will buzz and you’ll lose a point. Have noisy hilarious fun either online using in-game video chat or in person. Split into two teams, or go head-to-head in One Vs All Mode. Think fast and talk your way to victory!<br> <br> <br> FEATURES<br> - FULLY CUSTOMISABLE - Decide the number of players, rounds, how many turns per round and how many skips are allowed<br> - AD-FREE GAME - Have fun with zero ads to distract you<br> - COMPLETE STARTER CARD DECK - Includes cards from the original game<br> - FULLY TRANSLATED - Available in: English, French, German, Spanish, Italian, Turkish, Greek, Polish, Hindi<br> <br> <br> MORE CARD DECKS <br> <br> Buy fun themed decks to keep your game fresh, including:<br> <br>  - Festive Fun (available for a limited time around the winter holidays)<br>  - Wild World<br>  - Fun &amp; Games<br>  - Food Lovers<br>  - Celebrities<br>  - The Midnight Deck (for adult-only fun)<br> <br> …and two exciting Mystery decks!<br> <br> <br> PLAY MODES<br> - IN-GAME VIDEO CHAT - You don’t need extra apps or screens! Play the game face-to-face with 2-6 friends, wherever you are<br> - NEW - One vs All Mode<br> <br> It’s every player for themselves in this brand new mode!<br> <br>  - Play with up to 10 friends!<br>  - Take it in turns to be the Clue-giver while everyone else guesses<br>  - A leaderboard will announce the winners<br> <br> One vs All Mode is available in Local Party Mode, and is coming soon to Online Video Mode!<br> <br> - LOCAL PARTY MODE<br> <br> If you’re all in the same place, you can play with as many friends as you like, using a single phone!<br> <br>  - Split into 2 teams<br>  - Take it in turns to be the Clue-giver<br>  - If you’re the Clue-giver, make sure your team can’t see the screen<br>  - If you’re in the opposing team, sit or stand behind the Clue-giver and shout if they use a taboo word<br> <br> <br> HOW TO PLAY<br> <br> Create a game<br> Start a game and invite your friends. Or create an in-app chat group with your friends and start a game from your chat!<br> <br> Divide into two teams<br> Split into two teams and name your team.<br> <br> A Clue-giver is assigned from Team A<br> Clue-givers are chosen by the app, with team A and B taking it in turns.<br> <br> The Clue-giver draws a card<br> The Clue-giver must describe the word, without saying any of the words on the card.<br> <br> Team B stand by the Buzzer<br> Team B will buzz if the Clue-giver says a taboo word!<br> <br> Watch the timer<br> Your team must guess as many words as possible before the time runs out.","Marmalade Game Studio",N/A,"https://play-lh.googleusercontent.com/8OVLr3GhCrLB-yVaIQvIActDMHhj1kTfX4AJoYfUuSMMz0OAO2bksn-82_A4k8CKPIIi",4.8,"4.8",N/A,true
"https://play.google.com/store/apps/details?id=com.marmalade.monopolysudoku","com.marmalade.monopolysudoku","Monopoly Sudoku","Learn Sudoku in minutes with MR. MONOPOLY! It’s not maths, it’s logic, and it’s easier than you think. With in-game hints, you’ll be mastering the techniques and playing your friends and family in no time. Solve the grid in the fastest time to win! It’s the fun brain teaser puzzle you’ll never want to put down!<br><br>Take a deep breath and count to 9 in the brain teaser puzzle that’s good for your mind and your pulse. Every row and box needs to include numbers from 1 to 9. It’s that simple! Find your way to the solution and celebrate your wins. Playing matches with friends, family members or distant opponents makes success all the sweeter! When you’re ready, enter in exciting Championship Seasons and see your name on the leaderboards!<br><br>The twist on the MONOPOLY game re-imagines the MONOPOLY board. Collect dice rolls everyday and move along the board to unlock ‘reward multipliers’, tokens, avatars and improve your level. It’s pure, multiplayer puzzle fun!<br><br>Features<br>- One of the greatest brain teaser puzzles meets one of the greatest board games - Play Sudoku with MONOPOLY game flair, for a unique combined experience<br>- Multiplayer modes - Play solo in practice mode, challenge a friend or family member to a head-to-head match, or challenge players from all over the world<br>- Ad-free and no in-game transactions - Unlimited access to all features with no further payment or interruptions<br>- Enter championships - Earn your number 1 spot on the MONOPOLY Sudoku leaderboards!<br>- Read-up on expert techniques - Learn the tips and tricks in the Sudoku School<br>- Collect dice rolls to move along the board - Collect dice rolls everyday and move along the board to unlock ‘reward multipliers’, tokens, avatars and improve your level<br><br>How to play<br><br>PLAY MULTIPLAYER<br>Learning Sudoku is even more fun when you’re playing with others! Choose your mode and challenge friends, family members or online opponents to a friendly match! It’s that easy to turn your successes into wins!<br><br>LEARN THE SKILLS<br>With in-game hints you’ll be solving grids in minutes and challenging your friends to matches super-fast! If you want to learn the techniques, you can read up on the tips and tricks to solving Sudoku grids in the Sudoku School. Following auto-notes is just the beginning!<br><br>BECOME A CHAMPION<br>Shine a spotlight on your puzzle skills when you enter friendly Championship Seasons. Play your way to the top of the leaderboards and see your name in lights!<br><br>KNOW THE MONOPOLY GAME? LEARN SUDOKU!<br>There’s a bit more to this game than taking your turn and buying properties! Complete multiplayer grids to increase your hotel level. Collect dice rolls everyday and move along the board! <br><br>AN AD-FREE, PREMIUM EXPERIENCE<br>MONOPOLY Sudoku is an ad-free app. When you buy the game you can enjoy unlimited access to puzzles, Championship Seasons and multiplayer modes. There’s no further cost and no further hassle!<br><br>UNLOCK NEW TOKENS AND AVATARS<br>Be recognised by your worthy opponents! Collect dice rolls everyday and move along the board to unlock ‘reward multipliers’, tokens, avatars and improve your level!","Marmalade Game Studio",N/A,"https://play-lh.googleusercontent.com/IqtW9DNHAKsjs-m_m5SWM-SwLJqWnyfjtYITGygPBKXkQVBJhCHJL6agTVRqEz7lAVs8",4.06,"4.1",N/A,false
"https://play.google.com/store/apps/details?id=com.marmalade.jigsaw","com.marmalade.jigsaw","Jigsaw Video Party - play toge","&quot;From the award-winning creators of the best-selling mobile games: MONOPOLY, THE GAME OF LIFE 2 and CLUE, comes a brand new multiplayer jigsaw puzzle game!<br><br>Jigsaw Video Party is a brand new social mobile experience. Chat to your friends in app and seamlessly transition to video when you start a game! Chill online with your family, wherever they are, or relax and complete jigsaw puzzles offline on your own. It’s the ultimate, social puzzle app!<br>Choose from 500 amazing pictures. Decide how many pieces you want your puzzle to be, from 48 to 432. It’s ad-free quality time with amazing art by our in-house artists and original relaxing music.<br><br>Jigsaw Video Party with Bubble<br><br>Jigsaw Video Party comes with a secure social platform called Bubble. Create a free, private Bubble account, add your friends, group chat and move automatically to video chat when you start a puzzle. It’s that easy.<br><br>Features<br><br>Video chat and play together with a new jigsaw puzzle mobile game! Relax on your own, or with your friends and family. Rebuild a range of amazing pictures and paintings. It&#39;s ad-free quality time.<br><br>Join the Jigsaw Video Party<br>Get together with friends and video chat online while you complete jigsaw puzzles! You can see what pieces your friends are moving in real time!<br><br>Chat with your friends<br>Use Bubble text and video to catch up with your friends and family wherever they are! With Bubble, you can move easily from text and video chat before, during and after your puzzle party!<br><br>Start puzzles directly from your chats<br>Switch between multiple chat groups and start puzzle parties in each, directly from inside the chat itself!<br><br>Don’t worry about ads<br>Jigsaw Video Party is 100% ad-free. It’s a calm, minimalist, friendly, high quality app.<br><br>Relax with solo play<br>Find moments of calm. Relax and complete jigsaws on your own!<br><br>Enjoy flexibility in every picture<br>Choose from 5 different difficulty levels! Choose any image and change the number of pieces, from 48-432!<br><br>Assemble high quality images<br>Start with a teaser selection of images, then choose from 10 amazing themed puzzle packs. Each includes 50 incredible works of art and photography, plus an original work of art by one of our in-house artists!<br><br>Listen to an original soundtrack<br>All Marmalade Games feature original soundtracks by the award winning composer, Christopher Willis. Enjoy his calming melodies as you puzzle the pieces into place, or complete puzzles in silence, it’s up to you!&quot;","Marmalade Game Studio",N/A,"https://play-lh.googleusercontent.com/leqsv_s0sT-THQY5zcjWTdpiIGz5u_bXMnXtA4HSA4FmKBtgFm5MNGh8ERCqkXjWUU0",4.4444447,"4.4",N/A,true
