url,appId,summary,title,developer,developerId,icon,score,scoreText,priceText,free
"https://play.google.com/store/apps/details?id=com.obikecoco.trainkidstoy.ToyCrush","com.obikecoco.trainkidstoy.ToyCrush","toy cube crush<br>Don&#39;t waiting for collapse puzzle to download logic puzzles<br><br>Beware! Keep in mind that your moves are limited! How to solve the puzzles will prove your talented skills in this super addictive toy block match game. Let&#39;s blast the toy cube crush and enjoy this sweet and colorful adventure!<br><br><br>● extraordinary graphics and interesting gameplay<br>● many levels with exciting puzzles<br>● spectacular rewards and bonuses unlocked after levels passed<br>● easy and fun to play but challenging to master<br>● free to play<br><br>play as much as you want and enjoy this great cubes game like you wont imagine!","Toy Cube Crush","GIG Entertainment",N/A,"https://play-lh.googleusercontent.com/dDOiU2ZlrB6XoXcEPa3o9ogu3OwSfbE6ZpExSq2yCgnSfwAnSMQz8YgxzdedslwCd_A",4.5882354,"4.6",N/A,true
"https://play.google.com/store/apps/details?id=toy.puzzle.logic.cubes","toy.puzzle.logic.cubes","Play super collapse puzzle game and blast the cubes! <b>900 levels and no lives!</b><br>Match 3 or more cubes of the same color to clear levels and solve the challenging puzzles, enjoy your dashing dish <br>Toy Puzzle Blast: Logic Cubes Pop Blocks is a fun and addicting puzzle toy games available now for FREE on Google <br>Test your skills with hours of blasted blocks crushing fun! <br><br>Color Blasting super collapse <br>Tap to play Match 3 or more adjacent cubes of the same color to create a cube crush. <br><br>TNT bomb: explode around cubes <br>Jelly Pop: explode same color cubes to make big toddler toy and rescue your birds.<br>Spinner Move: add 5 moves will get chance completed remain target on pop games.<br>Gummy Shovel: splash one cube to create pop blast.<br>collapse blast: crush vertical and horizon pop bricks and rush cookie.<br>Box Blast: crunch blocks same color <br><br>This collapse toy story games is the best time killer, time waster game for every one.<br><br>The main feature in Toy Collapse:<br>Brilliant, colorful screen, wonderful sound effect, challenging and funny gameplay with many collapses<br>900 ducky levels and diamond dash mode updated.<br>Collapse levels to get cube gifts and candies.<br>We’re updating diamond dash every month, with loads of new features coming.<br>Crush 4 bricks to create rocket and 5 cubes to create TNT bomb<br>Many free toy attached with your memory: toy box, pet toys, Rubik, balloon, stitch, and more.<br>Minigames: Spinner game, spin wheel<br>Amazing block puzzle game will improve your resolve ability. <br>Some target like pet rescue which make you crazy.<br>Bust the blocks and enjoy this colorful adventure<br>These awesome boosters will help you crush the cubes and blasting blocks to complete levels.<br><br>Cube Blast is a fun hit puzzle game with hundreds of free levels and unique boosters and graphics. Join the colorful puzzle adventure and crush all the cubes!<br>Excellent and addicting match 3 breaker blast game! Have a blast blasting all the cubes!","Toy Puzzle Blast: Logic Cubes ","match games blast",N/A,"https://play-lh.googleusercontent.com/BKLhnZYRcaHtpMVYZhTrNkWe7NFje1ZyJ2oh5UzYGlnY4BTqoi07l1IWJoTNTGN-Mfw",4.593156,"4.6",N/A,true
"https://play.google.com/store/apps/details?id=com.cube.blast.cubepop.toycrush","com.cube.blast.cubepop.toycrush","Welcome to toy world with this new Toy Crash Cube Blast : Block Blasting Game .<br><br>Toy Crash Cube Blast : Block Blasting is simple and addictive game just. Tap 2 or more blocks of the same color to clear the level. But be careful! It is not that easy to clear the level while your moves are limited ! <br><br>Toy Crash Cube Blast : Block Blasting Game  have so many enjoyable levels, unique features and boosters, Toy Crush is a must-have game on your mobile phones . Play now for free and enjoy loads of challenging levels. Tap and match 2 or more adjacent cubes to complete missions and clear levels. <br><br>Toy Crash Cube Blast : Block Blasting is a new tap and pop the blocks game with unique and special gameplay like never before! the mission is to bring down the toy blast and complete the levels, play as much as you want and enjoy this great block blast and cube pop game like you .<br><br>Toy Crash Cube Blast : Block Blasting Game  is simple rules find and tap on at least two cubes of the same color to clear the level, or more cubes will create a power clearly.<br>Try to clear the board with fewer moves to get a higher score. Remember, the more blocks pop and burst, the higher score you will get . Enjoy playing and solving all the fun toy blasting and cube blast !<br><br>Features:<br>- Tap to play! Connect 2 or more adjacent cube and block of the same color to create a major blast. <br>-Plenty of cube blast fun levels filled with cool puzzles. <br>-Enjoy this colorful adventure . <br>-Easy to learn and play.<br>-Free to play and totally addictive block blast game.<br>-Play with family and friends.<br><br><br>Download Toy Crash Cube Blast : Block Blasting, Play this cool cube blast game now and find out.","Toy Crash Cube Blast : Block B","Puzzle and Ludo Games for Kids",N/A,"https://play-lh.googleusercontent.com/g2UxZdA8QIVoAHWOzXxLizxuKWEppuLwyAzNVpDUhCxga6adeqsxDznjmuEehfIjTA",0,"0.0",N/A,true
"https://play.google.com/store/apps/details?id=com.smalltoycubesblast.spiraapps","com.smalltoycubesblast.spiraapps","Tt’s toy cubes blast time! the ultimate matching 3 puzzle game is full of fun and challenges! Download now and play this fun exciting puzzle game. Tap on any 2 adjacent cubes of the same color to blast and start this addictive cube-crushing journey now. Match the same color cubes, pop, and combine boosters for massive explosions to blast your advantage of the small toy cube world.<br><br>BLAST ALL THE CUBES!<br>-Play by clicking to smash 2 or more adjacent cubes of the same color.<br>-Bombs that generate magic by clicking to smash 5 or more cubes will help you pass the level easily.<br>- Collect the power-ups to help with the tough situation<br>- Make special toy combos to help you crush various barriers<br>- Gather enough target items to win before you run out of moves<br>- Solve all kinds of puzzles in the journey of Toy Cube Blast<br><br>This new toy-matching blast puzzle game for 2022 is full of fun and challenges. Come and enjoy it! Match cubes and create powerful combos to blast toy cubes! Solve puzzles and pass levels to collect stars and tons of prizes! Let&#39;s relax and join yourself in the big blast adventure in Toy Tap.<br><br>Game Features<br>- Addictive gaming experience that can share with friends<br>- Lot of levels, easy and fun to play but challenging to master fully<br>- A puzzle game that will relax your brain<br>- Simple and addictive puzzle gameplay! Tap blocks of the same color to collect them!<br>- Play anytime without internet &amp; WIFI<br>- Simple operation &amp; excitement challenges<br>- A brand new game with an amazing screen, quality graphics<br><br>Match toy cubes, and solve block puzzles. Get ready to blast and crush the blocks, meanwhile, pass more levels and complete the adventure story by collecting plenty of fantastic items!<br><br>Tap to crush toy cubes and blast it all! Following the adventure and start your journey with friends. Blast the blocks and enjoy this adventure filled with cute toys. There are over 500+ well-designed levels in this toy cubes match puzzle game. The best puzzle game will bring you a lot of fun!<br><br>This puzzle game will be your next brain teaser. You can play it anywhere as offline or online and pause it anytime. Smash and blast toon blocks and crush toon blocks! Download and enjoy now! Your reviews/ratings are very important to us, and they’ll help us bring you free updates with more great features and exciting new games!","Toy Cube Boom Blast","Spira Apps",N/A,"https://play-lh.googleusercontent.com/FWEl030em1gELzR07tYOUsA0E56fE7SBEzCktnfL2hfV-VwJXyDPnGr_aoipTywJdCI",0,"0.0",N/A,true
"https://play.google.com/store/apps/details?id=com.dreamgames.royalmatch","com.dreamgames.royalmatch","Welcome to Royal Match, the king of puzzle games! Swipe colors, solve match-3 puzzles and help King Robert decorate his castle. An exciting adventure is calling you!<br><br>We have thousands of challenging match-3 levels for you to play in the Royal Arena! On this fun journey, you will solve exciting puzzles, receive coins for unlocking new areas, decorate King Robert’s castle and get extra boosters to continue your saga. Also you can compete with millions of players in events such as King&#39;s Cup, Sky Race, Team Battle, Lightning Rush and claim exciting rewards for your achievements. Fun and challenge never ends and you will never have a dull moment in Royal Match.<br> <br>And BOOM! It is 100% ad free and no wifi needed - internet free.<br> <br>Jump into the adventure and play now! We have lots of sweet puzzles to enjoy. Each new episode comes with free coins, helpful boosters, surprising awards, challenging tasks and wonderful areas.<br> <br>- A unique match 3 gameplay and fun levels for both masters and new match 3 players!<br>- Unlock and blast powerful boosters!<br>- Collect loads of coins and special treasures in bonus levels!<br>- Watch out for obstacles on the road such as birds, boxes, potions, cupboards, diamonds, magic hats, coin safes, mysterious mailboxes and piggy!<br>- Open amazing chests for a chance to win coins, boosters, unlimited life and power-ups!<br>- Explore the new rooms, royal chambers, splendid gardens, and many more exciting areas in King Robert’s castle!<br>- Decorate the areas, including the King’s room, kitchen, garden, garage, and many other amazing rooms!<br>- Challenge your friends on Facebook and reach the top of the leaderboards!<br> <br>Download now and start swapping for endless fun.<br> <br>Need some help? Visit our support page in the Royal Match app or send us a message at contact@dreamgames.com.","Royal Match","Dream Games, Ltd.",N/A,"https://play-lh.googleusercontent.com/qBdVfwRCsI4KM7qewhJ0AKZKQjyD-DdxPDcdDbsRMhNO9zrwbefggn1vGqRIDZA3fg",4.576193,"4.6",N/A,true
"https://play.google.com/store/apps/details?id=com.king.candycrushsaga","com.king.candycrushsaga","Master the legendary match 3 puzzle game from King! With over a trillion matching levels played, Candy Crush Saga is the popular match 3 puzzle game.<br><br>Match, pop, and blast candies in this tasty puzzle adventure to progress to the next level and get a sugar blast! Master match 3 puzzles with quick thinking and smart matching moves to be rewarded with sugar bonuses and tasty candy combos.<br><br>Plan your moves by matching 3 or more candies in a row and blast your way through the extra sticky puzzles using lollipop hammers! Blast jam and chocolate to collect sweet candy juice across thousands of puzzle levels, guaranteed to have you craving more!<br><br>BECOME THE MASTER OF THE CANDY KINGDOM<br>Win thousands of matching puzzles: with new puzzles added every 2 weeks, your sugar fix is never far away!<br><br>WIN CANDYLICIOUS REWARDS<br>Spin the Daily Booster Wheel to receive lollipop hammers and other tasty rewards! Master time-limited match 3 challenges to earn boosters and clear the jelly! <br><br>VARIETY OF SUGAR-COATED PUZZLE CHALLENGES<br>Sweet ways to play! Play match 3 game modes and more including Target Score, Clear the Jelly, and Collect the Ingredients. <br><br>Level up playing match 3 puzzles that range from easy to hard, accessible online or offline.<br><br>BLAST CANDIES WITH FRIENDS<br>Match and pop candies to get to the top of the leaderboard! Compare scores with friends and find out who’s the match 3 master!<br><br>Enjoy the sweetest match 3 puzzle game around! <br><br>If you want to master and blast even more puzzles, you may also enjoy Candy Crush Soda Saga, Farm Heroes Saga, and Pet Rescue Saga.<br><br>Candy Crush Saga is free to play but optional in-game items require payment. You can turn off the payment feature by disabling in-app purchases in your device’s settings.<br><br>By downloading Candy Crush Saga you agree to our terms of service which can be found at https://king.com/termsAndConditions<br><br>Do not sell my data: King shares your personal information with advertising partners to personalize ads. Learn more at https://king.com/privacyPolicy. If you wish to exercise your Do Not Sell My Data rights, you can do so by contacting us via the in-game help center or by going to https://soporto.king.com/contact<br><br>The Candy Crush Saga All Stars tournament starts March 23.<br><br>All Stars is an exciting competitive tournament in Candy Crush where players collect as many All Star candies as they can to reach the top of the leaderboards and advance through the tournament stages. The top 10 players will be invited to take part in the Final, held in London on May 25 (players must be 18+ and available for travel in or to the UK May 23-28, 2023), where they’ll have the chance to win a share of the $250,000 prize pool, one of three dazzling championship rings in gold, silver or rose gold, and a ton of in-game rewards. T&amp;Cs apply. <br>Participating countries only.<br>T&amp;Cs: http://to.king.com/all-stars-terms","Candy Crush Saga","King",N/A,"https://play-lh.googleusercontent.com/TLUeelx8wcpEzf3hoqeLxPs3ai1tdGtAZTIFkNqy3gbDp1NPpNFTOzSFJDvZ9narFS0",4.6063194,"4.6",N/A,true
"https://play.google.com/store/apps/details?id=com.disney.disneyplus","com.disney.disneyplus","Disney+ is the streaming home of your favorite stories. With thousands of hours of entertainment from Disney, Pixar, Marvel, Star Wars, and National Geographic, there&#39;s always something to explore. Stream the latest movie releases, exclusive Original series, and a catalog of classics with more stories added every week. <br> <br>Stream Originals like Star Wars: Andor and fan favorites like Encanto and The Simpsons.<br> <br>With a Disney+ subscription plan you will get to experience:<br>• Exclusive new Originals from Disney, Pixar, Marvel, Star Wars, and National Geographic.<br>• Access to new releases, timeless classics, and past seasons of your favorite TV shows.<br>• Over 100 titles in 4K UHD and HDR.<br>• The ability to watch on four screens at once at no extra cost.<br>• Multiple parental control features including Profile PIN and Kid-Proof Exit. Account holders can change an individual profile’s content rating at any time under Profile settings.<br>• IMAX Enhanced, see the full scale and scope with IMAX&#39;s expanded aspect ratio. Available with certain Marvel and Pixar titles and accessible on all devices where Disney+ is supported.<br> <br>For help with Disney+, please visit: http://help.disneyplus.com<br>For our Subscriber Agreement and other policies please visit: https://disneyplus.com/legal/subscriber-agreement<br>Your California Privacy Rights: https://www.disneyplus.com/legal/your-california-privacy-rights<br>Do Not Sell My Information: https://www.disneyplus.com/legal/privacy-policy<br> <br>The content available on Disney+ may vary by region. Some titles shown above may not be available in your country.","Disney+","Disney",N/A,"https://play-lh.googleusercontent.com/xoGGYH2LgLibLDBoxMg-ZE16b-RNfITw_OgXBWRAPin2FZY4FGB9QKBYApR-0rSCkQ",4.447742,"4.4",N/A,true
"https://play.google.com/store/apps/details?id=com.moonactive.coinmaster","com.moonactive.coinmaster","Join your Facebook friends and millions of players around the world in attacks, spins and raids to build your viking village to the top! <br><br>Do you have what it takes to be the next Coin Master? Can you travel through time and magical lands to battle it out to be the best Pirate, Hippie, King, Warrior or VIKING of them of all!<br><br>Spin to earn your loot<br>Spin the wheel to fall on your fortune, be it attack time, loot, shields or raids. Win your loot by landing on coins or gold sacks so you can build strong villages through the game and move up in levels. Win shields to guard your village from other vikings trying to attack you. Become the Coin Master with the strongest village and the most loot!<br><br>Attack and Raid fellow vikings!<br>Earning coins through the slot machine isn&#39;t the only way to get loot, you can steal it too! Attack or raid friend and foe to save enough loot to build your village. No need to break the piggy bank! Fight back and come out victorious against your enemies. Boom! Take revenge on those who have attacked your village and take whats rightfully yours! Bring your Coin Dozer and get rich again! You never know what treasures you can find in someone else&#39;s village! <br><br>Collect all the Cards!<br>It&#39;s not always about the loot, it&#39;s about the treasure too! Collect cards to complete sets and move on to the next village. With every village you conquer your wins will be greater<br><br>Play with friends!<br>Trade your cards with our online community to collect them all! Join our fast growing interactive Facebook community to meet new viking friends, earn big rewards, and trade treasures! <br><br>★ Battle your way to be the next Coin Master with your friends by your side.<br>★ Join in millions of players worldwide!<br>★ Coin Master is free on all devices with in-app purchases.<br><br>Follow Coin Master on Facebook for exclusive offers and bonuses!<br><br>Facebook: www.facebook.com/coinmaster<br><br>Are you having problems? <br>Please contact us in the game by clicking on the menu &gt; Settings &gt; Support or email us at support@coinmastergame.com","Coin Master","Moon Active",N/A,"https://play-lh.googleusercontent.com/Gpp87vMy7HMftEnl8GkTJrWPf2g6lIbNR0asWPtFBNSduXxfdzuky2fK1itlx4pfjaU",4.609398,"4.6",N/A,true
"https://play.google.com/store/apps/details?id=com.sybogames.subwaysurfers.blast","com.sybogames.subwaysurfers.blast","Match, blast and decorate with your favorite characters from the Subway Surfers universe! Solve the puzzles and unveil new wonders every day. <br><br>Billions of fans all over the world have been asking for more Subway Surfers games - now we are answering your call with Subway Surfers Blast, a blast matching game. Solve fun free puzzles, collect stars, decorate your hangout, and much more, even in offline game modes!<br><br>Features:<br><br>BLAST THOSE TILE MATCH LEVELS<br>Team up with Jake, Yutani, Fresh or Tricky and blast your way through challenging free puzzles. Connect and crush colorful cubes to charge up for even more powerful effects, and make good use of amazing boosters. <br><br>EXPLORE, BUILD AND DECORATE SKATE HAVEN<br>Join the crew on their journey to turn drab dens into cool cribs and expand their base of operations, Skate Haven. Match and blast tiles to solve free puzzles, progress through matching game levels, and unlock unique items to decorate your hangout.<br><br>THE MORE THE MERRIER: CREATE A TEAM AND WIN SPECIAL REWARDS<br>Help your Subway Surfers crew become the best. Team up with your friends, send and receive lives, and complete tile match levels to climb the ranks. Participate in team tournaments to unlock cool rewards.<br><br>POWER TO THE PLAYER<br>Crush the matching game levels with legendary Subway Surfers Charged Powers like the Super Sneakers, Pogo Stick, Hoverboard, and Jetpack.<br><br>BE THE STORY<br>Join the gang and tour endless locations, bringing the spaces to life by solving bold and colorful free puzzles. Collect moments from the Subway Surfers crew’s lives as you complete areas and watch the action unfold.<br><br>PICK UP AND PLAY, WITH OFFLINE GAMES SUPPORT<br>Jake and the crew are ready to play the matching game, anytime, anywhere - even offline! Play tile match for 2 minutes or 2 hours - Subway Surfers Blast is the break you deserve.<br><br>Need a boost? Subway Surfers Blast is a fast track to instant fun you can reach for any time of the day. Download and start solving puzzles today! It’s completely free to play, though some in-game items can also be purchased for real money.<br><br>What are you waiting for? Join Jake and the Subway Surfers crew and team up with your friends in Subway Surfers Blast!","Subway Surfers Blast","SYBO Games",N/A,"https://play-lh.googleusercontent.com/qvH5_cBPDLrdFk1L-LCEusDIWwKiUOYQmBbojaFvDaKrYvqYuGXo8SS5T9uI_N68p7I",4.7876105,"4.8",N/A,true
"https://play.google.com/store/apps/details?id=com.kiloo.subwaysurf","com.kiloo.subwaysurf","DASH as fast as you can! <br>DODGE the oncoming trains! <br><br>Help Jake, Tricky &amp; Fresh escape from the grumpy Inspector and his dog. <br><br>★ Grind trains with your cool crew! <br>★ Colorful and vivid HD graphics! <br>★ Hoverboard Surfing! <br>★ Paint powered jetpack! <br>★ Lightning fast swipe acrobatics! <br>★ Challenge and help your friends! <br><br>Join the most daring chase! <br><br>A Universal App with HD optimized graphics.<br><br>Originally co-developed by SYBO and Kiloo.","Subway Surfers","SYBO Games",N/A,"https://play-lh.googleusercontent.com/IHpPJDyaTx3wZ6Bqk5RRI3d1SxDlq_hiR8UQ7A7XpZ3t7d4qehI0OTUkqp8wy3b6SQ",4.5848017,"4.6",N/A,true
"https://play.google.com/store/apps/details?id=com.rovio.baba","com.rovio.baba","Join hundreds of millions of players for FREE and start the fun slingshot adventure now! Team up with your friends, climb the leaderboards, gather in clans, collect hats, take on challenges, and play fun events in all-new game modes. Evolve your team and show your skills in this exciting Angry Birds game !<br><br>Get to know all of the iconic Angry Birds characters and experience the fun gameplay that has captured the hearts of millions of players.<br><br>Features:<br><br>● DAILY CHALLENGES. Have a minute? Complete a daily challenge and earn some quick rewards.<br>● LEVEL UP your characters with feathers and up their scoring power. Build the ultimate flock!<br>● JOIN A CLAN to take down the pigs with friends and players around the world.<br>● COMPETE in the ARENA. Compete with other players for some friendly bird flinging fun and prove who is the best.<br>● COLLECT SILLY HATS. Collect hats with different fun themes to level up your flock’s fashion game and take part in special events.<br>● IMPRESS THE MIGHTY EAGLE in special challenges in Mighty Eagle’s Bootcamp and earn coins to use in his exclusive shop.<br>● LOTS OF LEVELS. Play hundreds of levels with more added in regular updates and limited time events.<br>● LEADERBOARDS. Compete with your friends and other players and prove who is the best on the global leaderboards.<br>● CHOOSE YOUR BIRD. Choose which bird to put in the slingshot and defeat the pigs with strategy!<br>● MULTI-STAGE LEVELS. Play fun, challenging levels with multiple stages – just watch out for Boss Pigs!<br>● FREE to download! --- Angry Birds 2 is completely free to play. Although Angry Birds 2 can be downloaded for free, there are optional in-app purchases available.<br><br><br> ---<br>When playing this game, Rovio will offset the carbon footprint caused by the device’s energy consumption.<br><br>This game may include: <br>- Direct links to social networking websites that are intended for an audience over the age of 13. <br>- Direct links to the internet that can take players away from the game with the potential to browse to any web page.<br>- Advertising of Rovio products and also products from third parties.<br><br>Although some features are available offline, this game may require internet connectivity for certain features. Normal data transfer charges apply. Note: When the game is played for the first time, there is a one-time download of additional content that cannot be completed while offline.<br><br>We may update the game periodically, for example to add new features or content or to fix bugs or other technical issues. Please note that the game may not function properly if you do not have the newest version installed. If you have not installed the latest update, Rovio will not be responsible for the game failing to function as expected.<br><br>Terms of use: http://www.rovio.com/terms-of-service<br>Privacy Policy: http://www.rovio.com/privacy","Angry Birds 2","Rovio Entertainment Corporation",N/A,"https://play-lh.googleusercontent.com/nDXdk5wKKYXgqyGYAOn-RlL71bFoIEI2PlVKfi1-7A3n5p89FqRGpVXjFWBbDKoP-A",4.26437,"4.3",N/A,true
"https://play.google.com/store/apps/details?id=com.outfit7.talkingtomgoldrun","com.outfit7.talkingtomgoldrun","Somebody stop Roy Rakoon!<br>This pesky raccoon nabbed all the gold. Now players must help Talking Tom speed, slide and dodge through wild worlds to snatch the treasure and catch up to Roy.<br>- Thrilling chases<br>- Action-packed time trials<br>- Exciting worlds<br>- Awesome power ups<br>- Friends to unlock<br>- Fun new outfits<br>Players can unlock Talking Angela, Ginger, Ben and Hank as they go!<br>From Outfit7, creators of My Talking Tom, My Talking Angela, My Talking Tom Friends and Talking Tom Hero Dash.<br>This app is certified by PRIVO, an FTC Children’s Online Privacy Protection Act (COPPA) Safe Harbor.<br><br>This app contains:<br>- Promotion of Outfit7&#39;s products and advertising;<br>- Links that direct customers to Outfit7’s websites and other apps;<br>- Personalization of content to encourage users to play the app again;<br>- YouTube integration to allow users to watch videos of Outfit7&#39;s animated characters;<br>- The option to make in-app purchases;<br>- Items to purchase (available in different prices) using virtual currency, depending on the player’s progress; and<br>- Alternative options to access all functionalities of the app without making any in-app purchases using real money.<br><br><br>Terms of use: https://talkingtomandfriends.com/eula/en/<br>EEA privacy policy: https://talkingtomandfriends.com/eea/en/<br>US privacy policy: https://talkingtomandfriends.com/privacy/en/<br>Brazil privacy policy: https://talkingtomandfriends.com/privacy-brazil/en/<br>Rest of the world privacy policy: https://talkingtomandfriends.com/privacy/en/<br>Customer support: support@outfit7.com","Talking Tom Gold Run","Outfit7 Limited",N/A,"https://play-lh.googleusercontent.com/gXHJLOPxbvDkx6pD8VYxwDpqiOsfQKq-kJOCdRiaBdmX0CaAARy_WV4fJjQKT7KG0uI",4.273546,"4.3",N/A,true
"https://play.google.com/store/apps/details?id=com.king.candycrushsodasaga","com.king.candycrushsodasaga","You loved playing Candy Crush Saga - Start playing Candy Crush Soda Saga! More divine matching combinations and challenging game modes, brimming with purple soda and fun!<br><br>This mouth-watering puzzle adventure will instantly quench your thirst for fun. Match 3 candies and blast your way through new dimensions of magical gameplay. Take on this Sodalicious Saga alone or play with friends to see who can get the highest score!<br><br>Monthly season updates bring unique quests and exciting match 3 puzzles - more sugar to blast means more fun to have! Progress through the Season Pass while earning rewards and boosters to help you on your Saga.<br><br>Compete against other players to see who can complete levels the fastest, or work as a team in the 4 in a Row game mode, where players work together for Sodalicious rewards!<br><br>DIFFERENT GAME MODES: <br>*Soda – Switch the bottles and match 3 or more candies to release purple soda<br>*Frosting – Match candies to blast the ice<br>*Honeycomb – Match 3 candies or more next to honeycomb to release the trapped Candy Bears<br>*Jam – Spread the jam across the board<br><br>NEW MATCHING COMBINATIONS:<br>*Match 4 candies in a square block to make a Swedish Fish!<br>*Match 7 candies for the all new Coloring Candy!<br>FEATURES:<br>*Over 6000 Sodalicious puzzle games<br>*Mouth-watering graphics, with 3D characters and an ever changing environment<br><br>Have fun playing the fizziest match 3 puzzle game around!<br> <br>If you enjoy playing and want to master &amp; blast even more sugar puzzles, you may also enjoy Candy Crush Jelly Saga and Candy Crush Friends Saga!<br><br>Candy Crush Soda Saga is free to play but optional in-game items such as extra moves or lives require payment. You can turn off the payment feature by disabling in-app purchases in your device’s settings.<br><br>By downloading Candy Crush Soda Saga you agree to our terms of service which can be found at https://king.com/termsAndConditions<br><br>Do not sell my data: King shares your personal information with advertising partners to personalize ads. Learn more at https://king.com/privacyPolicy. If you wish to exercise your Do Not Sell My Data rights, you can do so by contacting us via the in-game help center or by going to https://soporto.king.com/contact","Candy Crush Soda Saga","King",N/A,"https://play-lh.googleusercontent.com/mPwTGuu1it9A7V6e9l6XMhq24sInR7W34Wo2rfvHZYCZUqRBiDpV0775bnubd2Lt4g",4.617874,"4.6",N/A,true
"https://play.google.com/store/apps/details?id=com.playrix.gardenscapes","com.playrix.gardenscapes","Welcome to Gardenscapes—the first hit from Playrix&#39;s Scapes™ series! Solve match-3 puzzles to restore a wonderful garden to its former glory!<br><br>Embark on an adventurous journey: beat match-3 levels, restore and decorate different areas in the garden, get to the bottom of the secrets it holds, and enjoy the company of amusing in-game characters, including Austin, your butler! What are you waiting for? Build your dream garden!<br><br>The game features:<br>* Unique gameplay: swap and match, restore and decorate the garden, and enjoy a novel storyline—all in one place!<br>* Hundreds of unique match-3 levels<br>* Dozens of in-game characters you can make friends with<br>* A lovely pet that is always there to cheer you up<br>* An in-game social network you can use to keep up on all the latest<br>* Different areas in the garden with unique structures: broken fountains, mysterious mazes, and many more<br>* A community that comes first—become neighbors with your Facebook friends!<br> <br>Gardenscapes is free to play, though some in-game items can also be purchased for real money.<br> <br>Enjoying Gardenscapes? Learn more about the game!<br>Facebook: https://www.facebook.com/Gardenscapes<br>Instagram: https://www.instagram.com/gardenscapes_mobile/<br>Twitter: https://twitter.com/garden_scapes<br> <br>Questions? Contact our tech support at https://playrix.helpshift.com/a/gardenscapes/?p=web&amp;contact=1<br><br>Privacy Policy: https://playrix.com/en/privacy/index.html<br><br>Terms of Service: https://playrix.com/en/terms/index.html","Gardenscapes","Playrix",N/A,"https://play-lh.googleusercontent.com/bBcTnHOQz3yim_TVw-M21BDvUECT1fZWJHryApg5QXpBS6gw0YE6vjqkXw6wJdA7DIE",4.487916,"4.5",N/A,true
"https://play.google.com/store/apps/details?id=com.king.blossomblast","com.king.blossomblast","Match your way through a cascade of bee-autiful garden levels in Blossom Blast Saga, a fun linker game from the makers of Candy Crush Saga and Farm Heroes Saga! Link flower buds of the same colors to make beautiful flowers blossom, and clear the flowerbeds before you run out of moves!<br><br>Match 3 or more flower buds to make the world bloom into spectacular colors. Connect more flower buds to set off a glorious chain-reaction and watch your score grow! Collect every flower and make your way through gorgeous garden levels in this colorful adventure game!<br><br>Blossom Blast Saga features:<br><br>Connect Flower Buds to make them grow<br>• Fun game with simple, casual gameplay that’s easy to learn but challenging to master <br>• Link flower buds in beautiful gardens filled with colorful graphics<br>• Connect 3 or more flower buds of the same color to link and grow your flowers<br>• Connect flowerbeds to get &#39;Awesome Blossom!&#39; and ‘Flower Power’ game assists<br><br>Match and Link in a Colorful Puzzle Game<br>• Match and link beautiful flowers in over 600 colorful levels <br>• Blossom flowers in beautiful garden levels like Dreamy Meadow, Carnival Garden and beyond<br><br>4 Puzzle Modes<br>• Collect Flowers Mode: Connect flowers of certain colors in a sequence<br>• Bloom in Scoring Mode: Match 3 of the same colorful flowers to gain points<br>• Remove Weeds Mode: Link flowers surrounding weeds to remove them from the garden<br>• Big Flower Bud Mode: Link bigger flower buds with other flowers, or blossom nearby flowers<br><br>Collect Flowers with Friends and Follow Their Progress<br>• Connect to the Blossom Blast Saga leaderboards to watch your friends’ status<br>• Link your game between devices and unlock full game features when connected to the internet<br><br>Match your way through luscious garden stages, link beautiful flowers and connect with friends to share your experience. Play Blossom Blast Saga, the fun linker game where you collect beautiful flowers!<br><br>Download Blossom Blast Saga for free and have flower linking fun!<br><br>Blossom Blast Saga is completely free to play but some optional in-game items will require payment.<br><br>By downloading this game you are agreeing to our terms of service; http://about.king.com/consumer-terms/terms<br><br>Already a fan of Blossom Blast Saga? Like us on Facebook or follow us on Twitter for the latest news:<br>facebook.com/BlossomBlastSaga<br>twitter.com/blossomblast<br><br>Last but not least, a big THANK YOU goes out to everyone who has played Blossom Blast Saga!<br><br>Do not sell my data: King shares your personal information with advertising partners to personalize ads. Learn more at https://king.com/privacyPolicy.  If you wish to exercise your Do Not Sell My Data rights, you can do so by contacting us via the in game help centre or by going to https://soporto.king.com/","Blossom Blast Saga","King",N/A,"https://play-lh.googleusercontent.com/_rRsidWlPPfMk8ObFcphrtAJH9O73Hcywc_u3gsLzX6Jj0SOzDK-hgUsHvH3GfXsEPk",4.5922728,"4.6",N/A,true
